,POS,Player,Runs,Mat,Inns,NO,HS,Avg,BF,SR,100,50,4s,6s,year
50,51,           Albie Morkel CSK   ,138,15,13,7,30*,23,102,135.29,0,0,8,8,2011
51,52,           Eoin Morgan KKR   ,137,12,9,0,66,15.22,117,117.09,0,1,17,3,2011
52,53,           Andrew Symonds MI   ,135,11,9,5,44*,33.75,138,97.82,0,0,9,3,2011
53,54,           Aiden Blizzard MI   ,120,6,6,0,51,20,87,137.93,0,1,21,2,2011
54,55,           Ajinkya Rahane RR   ,120,10,7,1,52,20,98,122.44,0,1,12,2,2011
55,56,           Mithun Manhas PWI   ,114,10,10,0,35,11.4,123,92.68,0,0,8,4,2011
56,57,           Yogesh Nagar DC   ,111,11,10,3,23,15.85,100,111,0,0,6,6,2011
57,58,           Ryan ten Doeschate KKR   ,107,6,3,1,70*,53.5,73,146.57,0,1,9,5,2011
58,59,           James Franklin MI   ,107,8,5,3,45*,53.5,78,137.17,0,0,10,2,2011
59,60,           Cameron White DEC   ,104,6,6,2,31*,26,109,95.41,0,0,6,2,2011
60,61,           Harbhajan Singh MI   ,103,15,8,5,30,34.33,71,145.07,0,0,9,6,2011
61,62,           Davy Jacobs MI   ,92,6,6,0,32,15.33,88,104.54,0,0,10,4,2011
62,63,           Ryan McLaren PBKS   ,90,6,4,1,51*,30,96,93.75,0,1,7,1,2011
63,64,           Srikkanth Anirudha CSK   ,83,9,5,1,64,20.75,74,112.16,0,1,6,3,2011
64,65,           Travis Birt DC   ,75,5,5,0,27,15,58,129.31,0,0,9,2,2011
65,66,           Michael Klinger KTK   ,73,4,4,0,29,18.25,77,94.8,0,0,9,0,2011
66,67,           Manvinder Bisla KKR   ,72,5,5,0,27,14.4,89,80.89,0,0,8,0,2011
67,68,           Wriddhiman Saha CSK   ,68,7,3,2,46*,68,63,107.93,0,0,2,4,2011
68,69,           Amit Mishra DEC   ,68,14,9,5,25*,17,49,138.77,0,0,9,1,2011
69,70,           Mohnish Mishra PWI   ,67,6,5,1,37*,16.75,60,111.66,0,0,5,2,2011
70,71,           Tirumalasetti Suman MI   ,65,8,7,1,36,10.83,51,127.45,0,0,5,5,2011
71,72,           David Hussey PBKS   ,64,8,8,2,21*,10.66,63,101.58,0,0,3,3,2011
72,73,           Abhishek Nayar PBKS   ,61,10,9,2,17*,8.71,67,91.04,0,0,9,0,2011
73,74,           Abhishek Raut RR   ,60,7,4,1,25,20,58,103.44,0,0,5,1,2011
74,75,           Luke Pomersbach RCB   ,51,5,4,0,29,12.75,39,130.76,0,0,4,2,2011
75,76,           Sourav Ganguly PWI   ,50,4,3,1,32*,25,59,84.74,0,0,3,2,2011
76,77,           Mitchell Marsh PWI   ,50,5,3,1,37,25,49,102.04,0,0,2,3,2011
77,78,           Vinay Kumar KTK   ,50,13,7,1,18,8.33,47,106.38,0,0,4,1,2011
78,79,           Amit Paunikar RR   ,49,4,4,0,20,12.25,57,85.96,0,0,9,0,2011
79,80,           Callum Ferguson PWI   ,48,5,4,2,16,24,54,88.88,0,0,6,0,2011
80,81,           Piyush Chawla PBKS   ,48,12,6,3,15,16,55,87.27,0,0,2,2,2011
81,82,           Aaron Finch DC   ,47,6,6,0,25,7.83,46,102.17,0,0,3,3,2011
82,83,           Mandeep Singh PBKS   ,47,6,5,1,15*,11.75,41,114.63,0,0,4,1,2011
83,84,           Raiphi Gomez KTK   ,46,11,8,3,26*,9.2,50,92,0,0,4,1,2011
84,85,           VVS Laxman KTK   ,44,3,3,0,36,14.66,42,104.76,0,0,3,2,2011
85,86,           Sunny Singh PBKS   ,43,6,5,1,20,10.75,31,138.7,0,0,6,1,2011
86,87,           Graeme Smith PWI   ,42,4,4,0,24,10.5,51,82.35,0,0,6,0,2011
87,88,           Mohammad Kaif RCB   ,41,8,4,1,15,13.66,33,124.24,0,0,5,0,2011
88,89,           Morne Morkel DC   ,40,11,5,3,16*,20,25,160,0,0,3,2,2011
89,90,           Stuart Binny RR   ,37,6,2,1,30,37,31,119.35,0,0,2,1,2011
90,91,           Wayne Parnell PWI   ,37,8,5,2,16,12.33,39,94.87,0,0,2,1,2011
91,92,           Dale Steyn DEC   ,36,12,5,1,13,9,35,102.85,0,0,3,0,2011
92,93,           Cheteshwar Pujara RCB   ,34,7,3,0,25,11.33,31,109.67,0,0,4,0,2011
93,94,           Asad Pathan RCB   ,33,6,5,1,14,8.25,16,206.25,0,0,5,2,2011
94,95,           Ryan Harris PBKS   ,31,13,7,2,17,6.2,39,79.48,0,0,3,0,2011
95,96,           Shreevats Goswami KKR   ,29,5,4,0,22,7.25,29,100,0,0,5,0,2011
96,97,           Shakib Al Hasan KKR   ,29,7,3,1,26,14.5,22,131.81,0,0,4,0,2011
97,98,           Ishank Jaggi DEC   ,28,2,2,0,25,14,37,75.67,0,0,3,0,2011
98,99,           Abhimanyu Mithun RCB   ,27,12,6,3,11,9,20,135,0,0,3,1,2011
99,100,           Praveen Kumar PBKS   ,27,13,7,4,15*,9,31,87.09,0,0,2,1,2011
100,101,           Nathan McCullum PWI   ,26,2,2,1,15,26,22,118.18,0,0,0,1,2011
101,102,           Owais Shah KTK   ,26,3,2,0,23,13,15,173.33,0,0,1,2,2011
102,103,           Rajagopal Sathish MI   ,25,9,3,1,18*,12.5,34,73.52,0,0,1,0,2011
103,104,           Rajat Bhatia KKR   ,25,14,6,3,11,8.33,22,113.63,0,0,3,0,2011
104,105,           Rahul Sharma PWI   ,24,14,5,2,13,8,21,114.28,0,0,1,2,2011
105,106,           Bipul Sharma PBKS   ,23,4,3,2,16*,23,18,127.77,0,0,1,0,2011
106,107,           Thisara Perera KTK   ,23,4,2,0,22,11.5,27,85.18,0,0,4,0,2011
107,108,           Daniel Vettori RCB   ,23,13,4,3,18*,23,28,82.14,0,0,1,1,2011
108,109,           Matthew Wade DC   ,22,3,3,0,11,7.33,33,66.66,0,0,0,0,2011
109,110,           Colin Ingram DC   ,21,3,3,1,13*,10.5,26,80.76,0,0,2,0,2011
110,111,           Zaheer Khan RCB   ,21,15,2,0,21,10.5,24,87.5,0,0,2,0,2011
111,112,           Faiz Fazal RR   ,19,2,2,0,16,9.5,19,100,0,0,3,0,2011
112,113,           Y Gnaneswara Rao KTK   ,19,2,1,0,19,19,17,111.76,0,0,3,0,2011
113,114,           Brad Haddin KKR   ,18,1,1,0,18,18,11,163.63,0,0,2,1,2011
114,115,           Sachin Rana PWI   ,18,2,1,0,18,18,16,112.5,0,0,2,0,2011
115,116,           Johan van der Wath RCB   ,18,3,3,1,14*,9,16,112.5,0,0,1,1,2011
116,117,           Kedar Jadhav KTK   ,18,6,4,1,12,6,23,78.26,0,0,1,0,2011
117,118,           Dishant Yagnik RR   ,16,7,4,3,10*,16,22,72.72,0,0,1,0,2011
118,119,           Syed Mohammad RCB   ,15,5,2,2,13*,0,12,125,0,0,2,0,2011
119,120,           Iqbal Abdulla KKR   ,15,15,2,2,12*,0,12,125,0,0,1,0,2011
120,121,           Laxmi Ratan Shukla KKR   ,14,1,1,0,14,14,10,140,0,0,2,0,2011
121,122,           Harpreet Singh PWI   ,14,2,2,1,13,14,20,70,0,0,0,0,2011
122,123,           Roelof van der Merwe DC   ,14,4,4,4,8*,0,16,87.5,0,0,1,0,2011
123,124,           Balachandra Akhil KTK   ,13,1,1,0,13,13,9,144.44,0,0,0,1,2011
124,125,           Sreenath Aravind RCB   ,13,13,2,2,11*,0,8,162.5,0,0,2,0,2011
125,126,           Murali Kartik PWI   ,12,6,3,2,11,12,15,80,0,0,1,0,2011
126,127,           Ramesh Powar KTK   ,11,5,3,2,8*,11,13,84.61,0,0,0,0,2011
127,128,           Dwayne Bravo CSK   ,11,6,2,1,6*,11,6,183.33,0,0,1,1,2011
128,129,           Tim Paine PWI   ,10,2,2,0,8,5,26,38.46,0,0,0,0,2011
129,130,           Abhishek Jhunjhunwala PWI   ,10,3,2,0,10,5,18,55.55,0,0,2,0,2011
130,131,           Shaun Tait RR   ,10,4,2,1,10*,10,10,100,0,0,1,0,2011
131,132,           Shane Warne RR   ,10,13,4,2,5*,5,20,50,0,0,1,0,2011
132,133,           Siddharth Chitnis PBKS   ,9,1,1,0,9,9,9,100,0,0,1,0,2011
133,134,           Swapnil Asnodkar RR   ,9,1,1,0,9,9,9,100,0,0,1,0,2011
134,135,           Andrew McDonald DC   ,8,1,1,0,8,8,7,114.28,0,0,0,0,2011
135,136,           Charl Langeveldt RCB   ,8,3,1,0,8,8,8,100,0,0,0,1,2011
136,137,           Lasith Malinga MI   ,8,16,4,1,7,2.66,9,88.88,0,0,0,1,2011
137,138,           Ishan Malhotra DEC   ,7,1,1,1,7*,0,4,175,0,0,1,0,2011
138,139,           Arun Karthik RCB   ,7,3,2,0,6,3.5,8,87.5,0,0,1,0,2011
139,140,           Ajit Agarkar DC   ,7,7,2,1,7*,7,6,116.66,0,0,1,0,2011
140,141,           Mark Boucher KKR   ,6,4,3,2,5,6,6,100,0,0,0,0,2011
141,142,           Pinal Shah RR   ,5,2,1,0,5,5,5,100,0,0,1,0,2011
142,143,           Scott Styris CSK   ,5,2,1,1,5*,0,2,250,0,0,1,0,2011
143,144,           Muttiah Muralitharan KTK   ,5,5,1,1,5*,0,8,62.5,0,0,0,0,2011
144,145,           Brett Lee KKR   ,5,12,4,1,2*,1.66,9,55.55,0,0,0,0,2011
145,146,           Sridharan Sriram DC   ,4,1,1,0,4,4,7,57.14,0,0,0,0,2011
146,147,           Shalabh Srivastava PBKS   ,4,6,2,2,3*,0,3,133.33,0,0,0,0,2011
147,148,           Ishant Sharma DEC   ,4,12,5,5,1*,0,5,80,0,0,0,0,2011
148,149,           Lakshmipathy Balaji KKR   ,4,14,2,2,3*,0,2,200,0,0,0,0,2011
149,150,           Ryan Ninan RCB   ,3,2,1,0,3,3,6,50,0,0,0,0,2011
150,151,           Unmukt Chand DC   ,2,2,2,0,2,1,12,16.66,0,0,0,0,2011
151,152,           Ali Murtaza MI   ,2,5,1,1,2*,0,5,40,0,0,0,0,2011
152,153,           Dhawal Kulkarni MI   ,2,6,2,1,2,2,4,50,0,0,0,0,2011
153,154,           Shrikant Wagh PWI   ,2,7,2,0,2,1,3,66.66,0,0,0,0,2011
154,155,           Suraj Randiv CSK   ,2,8,1,0,2,2,4,50,0,0,0,0,2011
155,156,           RP Singh KTK   ,2,14,5,2,1*,0.66,4,50,0,0,0,0,2011
156,157,           Ravichandran Ashwin CSK   ,2,16,2,0,2,1,6,33.33,0,0,0,0,2011
157,158,           Ankeet Chavan RR   ,1,2,1,0,1,1,3,33.33,0,0,0,0,2011
158,159,           Umesh Yadav DC   ,1,7,2,1,1*,1,5,20,0,0,0,0,2011
159,160,           Amit Singh RR   ,1,9,2,0,1,0.5,4,25,0,0,0,0,2011
160,161,           Shanthakumaran Sreesanth KTK   ,1,9,3,1,1,0.5,9,11.11,0,0,0,0,2011
